SAMD11,NM_152486.2
SLC38A8,NM_001080442.2
DNAAF1,NM_178452.4
TAF1C,NM_005679.3
WFDC1,NM_021197.3
ATP2C2,NM_014861.3
TLDC1,NM_020947.3
USP10,NM_005153.2
CRISPLD2,NM_031476.3
GSE1,NM_001134473.2
COX4I1,NM_001861.3
IRF8,NM_002163.2
FOXF1,NM_001451.2
FOXC2,NM_005251.2
FBXO31,NM_024735.4
KLHDC4,NM_017566.3
SLC7A5,NM_003486.5
CA5A,NM_001739.1
ZNF469,NM_001127464.2
CYBA,NM_000101.3
MVD,NM_002461.2
SNAI3,NM_178310.3
CTU2,NM_001012759.1
PIEZO1,NM_001142864.2
CDT1,NM_030928.3
APRT,NM_000485.2
GALNS,NM_000512.4
ACSF3,NM_174917.4
CDH15,NM_004933.2
ANKRD11,NM_013275.5
ANKRD11,NM_001256182.1
SPG7,NM_003119.3
CHMP1A,NM_002768.4
CDK10,NM_001160367.1
FANCA,NM_000135.2
MC1R,NM_002386.3
TUBB3,NM_006086.3
CENPBD1,NM_145039.3
GAS8,NM_001481.2
RPH3AL,NM_006987.3
VPS53,NM_001128159.2
GEMIN4,NM_015721.2
NXN,NM_022463.4
BHLHA9,NM_001164405.1
MYO1C,NM_033375.4
INPP5K,NM_016532.3
PRPF8,NM_006445.3
WDR81,NM_001163809.1
SERPINF2,NM_000934.3
SERPINF1,NM_002615.5
RPA1,NM_002945.3
RTN4RL1,NM_178568.3
DPH1,NM_001383.3
SMG6,NM_017575.4
SGSM2,NM_014853.2
PAFAH1B1,NM_000430.3
OR1A1,NM_014565.2
ASPA,NM_000049.2
TRPV3,NM_145068.3
TRPV1,NM_080706.3
SHPK,NM_013276.2
CTNS,NM_004937.2
TAX1BP3,NM_014604.3
P2RX5,NM_002561.3
ITGAE,NM_002208.4
CAMKK1,NM_032294.2
P2RX1,NM_002558.3
ATP2A3,NM_174953.2
MYBBP1A,NM_001105538.1
ALOX15,NM_001140.3
ARRB2,NM_001257328.1
CXCL16,NM_022059.3
ZMYND15,NM_001136046.2
PLD2,NM_002663.4
CHRNE,NM_000080.3
GP1BA,NM_000173.6
PFN1,NM_005022.3
ENO3,NM_053013.3
KIF1C,NM_006612.5
SLC52A1,NM_017986.3
USP6,NM_004505.3
C1QBP,NM_001212.3
NLRP1,NM_033004.3
AIPL1,NM_014336.4
PITPNM3,NM_031220.3
KIAA0753,NM_014804.2
SLC13A5,NM_177550.4
XAF1,NM_017523.3
FBXO39,NM_153230.2
ALOX12,NM_000697.2
SLC16A11,NM_153357.1
ASGR1,NM_001671.4
DLG4,NM_001365.3
ACADVL,NM_000018.3
DVL2,NM_004422.2
SLC2A4,NM_001042.2
YBX2,NM_015982.3
TNK1,NM_001251902.1
NLGN2,NM_020795.3
SPEM2,NM_175734.4
CHRNB1,NM_000747.2
TNFSF12,NM_003809.2
TNFSF13,NM_003808.3
MPDU1,NM_004870.3
SOX15,NM_006942.1
SHBG,NM_001040.4
TP53,NM_000546.5
WRAP53,NM_018081.2
DNAH2,NM_020877.3
KDM6B,NM_001080424.1
CHD3,NM_001005271.2
CNTROB,NM_053051.3
GUCY2D,NM_000180.3
ALOX12B,NM_001139.2
ALOXE3,NM_021628.2
ALOXE3,NM_001165960.1
HES7,NM_032580.3
PER1,NM_002616.2
TMEM107,NM_032354.3
AURKB,NM_004217.3
CTC1,NM_025099.5
PFAS,NM_012393.2
RANGRF,NM_016492.4
ARHGEF15,NM_173728.3
RPL26,NM_000987.3
MYH10,NM_001256012.1
MFSD6L,NM_152599.3
PIK3R5,NM_001142633.2
MYH13,NM_003802.2
MYH8,NM_002472.2
MYH1,NM_005963.3
MYH2,NM_017534.5
MYH3,NM_002470.3
SCO1,NM_004589.3
DNAH9,NM_001372.3
MYOCD,NM_001146312.2
ELAC2,NM_018127.6
COX10,NM_001303.3
PMP22,NM_000304.3
ZSWIM7,NM_001042697.1
TTC19,NM_017775.3
NCOR1,NM_006311.3
PIGL,NM_004278.3
ZNF624,NM_020787.3
TNFRSF13B,NM_012452.2
FLCN,NM_144997.5
FLCN,NM_144606.5
PEMT,NM_007169.2
RAI1,NM_030665.3
SREBF1,NM_004176.4
ATPAF2,NM_145691.3
MYO15A,NM_016239.3
LLGL1,NM_004140.3
SHMT1,NM_004169.4
SLC5A10,NM_152351.4
B9D1,NM_015681.3
B9D1,NM_001243473.1
MAPK7,NM_139033.2
SLC47A1,NM_018242.2
ALDH3A2,NM_000382.2
SLC47A2,NM_152908.3
ULK2,NM_001142610.1
AKAP10,NM_007202.3
LGALS9B,NM_001042685.1
KCNJ18,NM_001194958.2
NOS2,NM_000625.4
TNFAIP1,NM_021137.4
TMEM199,NM_152464.2
SEBOX,NM_001080837.3
VTN,NM_000638.3
SLC46A1,NM_080669.5
SLC13A2,NM_001145975.1
FOXN1,NM_003593.2
UNC119,NM_005148.3
SPAG5,NM_006461.3
KIAA0100,NM_014680.3
PROCA1,NM_152465.2
RAB34,NM_031934.5
NEK8,NM_178170.2
FAM222B,NM_018182.3
ERAL1,NM_005702.2
SEZ6,NM_178860.4
MYO18A,NM_078471.3
CRYBA1,NM_005208.4
TP53I13,NM_138349.2
GIT1,NM_001085454.1
SSH2,NM_033389.3
EFCAB5,NM_001145053.1
EFCAB5,NM_198529.3
SLC6A4,NM_001045.5
BLMH,NM_000386.3
CPD,NM_001304.4
ATAD5,NM_024857.4
RNF135,NM_032322.3
NF1,NM_000267.3
NF1,NM_001042492.2
NF1,NM_001128147.2
OMG,NM_002544.4
UTP6,NM_018428.2
SUZ12,NM_015355.2
CDK5R1,NM_003885.2
MYO1D,NM_015194.2
TMEM98,NM_015544.2
ASIC2,NM_183377.1
CCL11,NM_002986.2
TMEM132E,NM_001304438.1
CCT6B,NM_001193529.2
LIG3,NM_013975.3
RAD51D,NM_002878.3
RAD51D,NM_001142571.1
UNC45B,NM_173167.2
SLFN5,NM_144975.3
SLFN14,NM_001129820.1
PEX12,NM_000286.2
GAS2L2,NM_139285.3
TAF15,NM_139215.2
CCL5,NM_002985.2
CCL4L2,NM_001291475.1
ZNHIT3,NM_004773.3
PIGW,NM_178517.3
LHX1,NM_005568.4
AATF,NM_012138.3
ACACA,NM_198839.2
HNF1B,NM_000458.3
GPR179,NM_001004334.3
SRCIN1,NM_025248.2
MLLT6,NM_005937.3
PCGF2,NM_007144.2
RPL19,NM_000981.3
STAC2,NM_198993.3
CDK12,NM_016507.3
STARD3,NM_006804.3
TCAP,NM_003673.3
PNMT,NM_002686.4
PGAP3,NM_033419.4
ERBB2,NM_004448.3
GRB7,NM_005310.3
ZPBP2,NM_199321.2
GSDMB,NM_001042471.1
GSDMA,NM_178171.4
THRA,NM_199334.3
NR1D1,NM_021724.4
CDC6,NM_001254.3
IGFBP4,NM_001552.2
SMARCE1,NM_003079.4
KRT24,NM_019016.2
KRT25,NM_181534.3
KRT10,NM_000421.3
KRT12,NM_000223.3
KRT20,NM_019010.2
KRTAP4-8,NM_031960.2
KRTAP9-3,NM_031962.2
KRT31,NM_002277.2
KRT13,NM_153490.2
KRT13,NM_002274.3
KRT15,NM_002275.3
KRT9,NM_000226.3
KRT14,NM_000526.4
KRT16,NM_005557.3
KRT17,NM_000422.2
HAP1,NM_177977.2
JUP,NM_002230.2
FKBP10,NM_021939.3
KLHL10,NM_152467.3
ACLY,NM_001096.2
TTC25,NM_031421.3
HCRT,NM_001524.1
STAT5B,NM_012448.3
STAT3,NM_139276.2
CAVIN1,NM_012232.5
NAGLU,NM_000263.3
HSD17B1,NM_000413.2
COASY,NM_025233.6
PSMC3IP,NM_016556.3
TUBG1,NM_001070.4
CNTNAP1,NM_003632.2
EZH1,NM_001991.3
WNK4,NM_032387.4
COA3,NM_001040431.2
G6PC,NM_000151.3
RUNDC1,NM_173079.2
RPL27,NM_000988.3
BRCA1,NM_007294.3
ETV4,NM_001986.2
MEOX1,NM_004527.3
SOST,NM_025237.2
DUSP3,NM_004090.3
MPP3,NM_001932.4
CD300LG,NM_145273.3
PYY,NM_004160.4
NAGS,NM_153006.2
G6PC3,NM_138387.3
HDAC5,NM_001015053.1
C17orf53,NM_024032.3
UBTF,NM_014233.3
SLC4A1,NM_000342.3
RUNDC3A,NM_001144825.1
SLC25A39,NM_001143780.1
GRN,NM_002087.3
ITGA2B,NM_000419.3
GPATCH8,NM_001002909.3
FZD2,NM_001466.3
DBF4B,NM_145663.2
GJC1,NM_005497.3
EFTUD2,NM_004247.3
CCDC103,NM_213607.2
GFAP,NM_002055.4
GFAP,NM_001131019.2
DCAKD,NM_024819.5
PLCD3,NM_133373.4
SPATA32,NM_152343.2
MAP3K14,NM_003954.4
PLEKHM1,NM_014798.2
CRHR1,NM_004382.4
SPPL2C,NM_175882.2
MAPT,NM_005910.5
MAPT,NM_001123066.3
STH,NM_001007532.2
KANSL1,NM_001193466.1
WNT3,NM_030753.4
WNT9B,NM_003396.1
GOSR2,NM_004287.3
MYL4,NM_001002841.1
ITGB3,NM_000212.2
EFCAB13,NM_152347.4
NPEPPS,NM_006310.3
TBX21,NM_013351.1
MRPL10,NM_145255.3
LRRC46,NM_033413.3
PNPO,NM_018129.3
HOXB1,NM_002144.3
HOXB6,NM_018952.4
HOXB13,NM_006361.5
CALCOCO2,NM_001261390.1
GIP,NM_004123.2
ABI3,NM_016428.2
PHB,NM_002634.3
NGFR,NM_002507.3
NXPH3,NM_007225.2
SPOP,NM_001007226.1
DLX4,NM_138281.2
DLX3,NM_005220.2
ITGA3,NM_002204.2
SGCA,NM_000023.2
COL1A1,NM_000088.3
TMEM92,NM_001168215.1
XYLT2,NM_022167.3
EME1,NM_001166131.1
CHAD,NM_001267.2
MYCBPAP,NM_032133.4
CACNA1G,NM_018896.4
ABCC3,NM_003786.3
SPAG9,NM_001130528.2
NME1,NM_000269.2
CA10,NM_001082533.1
KIF2B,NM_032559.4
STXBP4,NM_178509.5
PCTP,NM_021213.3
NOG,NM_005450.4
DGKE,NM_003647.2
MRPS23,NM_016070.3
EPX,NM_000502.4
MKS1,NM_017777.3
MPO,NM_000250.1
TSPOAP1,NM_004758.3
RNF43,NM_017763.4
TEX14,NM_198393.3
RAD51C,NM_058216.2
TRIM37,NM_015294.3
CLTC,NM_001288653.1
PTRH2,NM_016077.3
TUBD1,NM_016261.3
HEATR6,NM_022070.4
CA4,NM_000717.3
PPM1D,NM_003620.3
BCAS3,NM_001099432.1
TBX2,NM_005994.3
TBX4,NM_018488.2
BRIP1,NM_032043.2
MED13,NM_005121.2
EFCAB3,NM_173503.3
TLK2,NM_006852.3
MRC2,NM_006039.4
MARCH10,NM_152598.3
TANC2,NM_025185.3
ACE,NM_000789.3
ACE,NM_001178057.1
KCNH6,NM_030779.3
TACO1,NM_016360.3
STRADA,NM_001003787.2
CCDC47,NM_020198.2
PSMC5,NM_001199163.1
SMARCD2,NM_001098426.1
GH2,NM_002059.4
GH1,NM_000515.4
CD79B,NM_000626.2
SCN4A,NM_000334.4
POLG2,NM_007215.3
DDX5,NM_004396.3
SMURF2,NM_022739.3
RGS9,NM_003835.3
AXIN2,NM_004655.3
APOH,NM_000042.2
PRKCA,NM_002737.2
CACNG1,NM_000727.3
HELZ,NM_014877.3
PSMD12,NM_002816.3
BPTF,NM_004459.6
AMZ2,NM_001033574.1
ARSG,NM_014960.4
PRKAR1A,NM_002734.4
FAM20A,NM_017565.3
ABCA8,NM_007168.3
ABCA6,NM_080284.2
ABCA10,NM_080282.3
ABCA5,NM_018672.4
MAP2K6,NM_002758.3
KCNJ16,NM_018658.2
KCNJ2,NM_000891.2
SOX9,NM_000346.3
COG1,NM_018714.2
DNAI2,NM_023036.4
KIF19,NM_153209.3
CD300LF,NM_139018.4
SLC9A3R1,NM_004252.4
FDXR,NM_024417.4
USH1G,NM_173477.4
HID1,NM_030630.2
NUP85,NM_024844.4
GGA3,NM_138619.3
MRPS7,NM_015971.3
SLC25A19,NM_021734.4
TMEM94,NM_014738.4
TSEN54,NM_207346.2
LLGL2,NM_001031803.1
RECQL5,NM_004259.6
ITGB4,NM_001005731.1
GALK1,NM_000154.1
UNC13D,NM_199242.2
WBP2,NM_012478.3
ACOX1,NM_004035.6
EVPL,NM_001988.2
EXOC7,NM_001145297.3
AANAT,NM_001088.2
RHBDF2,NM_024599.5
PRCD,NM_001077620.2
JMJD6,NM_001081461.1
METTL23,NM_001080510.4
SRSF2,NM_003016.4
MFSD11,NM_001242532.1
SEC14L1,NM_001144001.1
SEPT9,NM_006640.4
TNRC6C,NM_018996.3
TMC6,NM_007267.6
TMC8,NM_152468.4
BIRC5,NM_001168.2
SOCS3,NM_003955.4
PGS1,NM_024419.4
DNAH17,NM_173628.3
USP36,NM_025090.3
TIMP2,NM_003255.4
CANT1,NM_138793.3
RBFOX3,NM_001082575.2
CBX2,NM_005189.2
CBX8,NM_020649.2
CBX4,NM_003655.2
CCDC40,NM_017950.3
GAA,NM_000152.3
EIF4A3,NM_014740.3
CARD14,NM_024110.4
SGSH,NM_000199.3
RNF213,NM_001256071.2
ENDOV,NM_173627.4
RPTOR,NM_020761.2
BAIAP2,NM_017451.2
ACTG1,NM_001614.3
FSCN2,NM_001077182.2
PDE6G,NM_002602.3
MRPL12,NM_002949.3
GCGR,NM_000160.4
P4HB,NM_000918.3
ARHGDIA,NM_001185077.2
PYCR1,NM_006907.3
MYADML2,NM_001145113.2
RAC3,NM_005052.2
DCXR,NM_016286.3
RFNG,NM_002917.1
GPS1,NM_212492.1
FASN,NM_004104.4
CCDC57,NM_198082.2
CSNK1D,NM_001893.4
UTS2R,NM_018949.2
HEXDC,NM_173620.2
C17orf62,NM_001033046.3
WDR45B,NM_019613.3
FN3KRP,NM_024619.3
FN3K,NM_022158.3
TBCD,NM_005993.4
ZNF750,NM_024702.2
COLEC12,NM_130386.2
CLUL1,NM_014410.4
TYMS,NM_001071.2
YES1,NM_005433.3
ADCYAP1,NM_001099733.1
METTL4,NM_022840.3
SMCHD1,NM_015295.2
EMILIN2,NM_032048.2
LPIN2,NM_014646.2
MYOM1,NM_003803.3
TGIF1,NM_170695.3
TGIF1,NM_173208.2
DLGAP1,NM_004746.3
EPB41L3,NM_012307.3
ARHGAP28,NM_001010000.2
LAMA1,NM_005559.3
PTPRM,NM_001105244.1
RAB12,NM_001025300.2
NDUFV2,NM_021074.4
TWSG1,NM_020648.5
VAPA,NM_003574.5
APCDD1,NM_153000.4
PIEZO2,NM_022068.3
GNAL,NM_182978.3
GNAL,NM_001142339.2
IMPA2,NM_014214.2
CIDEA,NM_001279.3
TUBB6,NM_032525.2
AFG3L2,NM_006796.2
CEP76,NM_024899.3
CEP192,NM_032142.3
LDLRAD4,NM_181481.4
MC2R,NM_000529.2
ZNF519,NM_145287.3
ROCK1,NM_005406.2
GREB1L,NM_001142966.1
ESCO1,NM_052911.2
MIB1,NM_020774.3
GATA6,NM_005257.5
RBBP8,NM_002894.2
CABLES1,NM_001100619.2
NPC1,NM_000271.4
LAMA3,NM_198129.2
LAMA3,NM_000227.4
OSBPL1A,NM_080597.3
HRH4,NM_021624.3
TAF4B,NM_005640.2
KCTD1,NM_001258221.1
AQP4,NM_001650.4
CDH2,NM_001792.3
DSC3,NM_024423.3
DSC2,NM_024422.4
DSG1,NM_001942.3
DSG4,NM_177986.3
DSG2,NM_001943.3
TTR,NM_000371.3
RNF125,NM_017831.3
MEP1B,NM_005925.2
GAREM1,NM_001242409.1
KLHL14,NM_020805.1
ASXL3,NM_030632.1
DTNA,NM_001390.4
DTNA,NM_001392.4
MAPRE2,NM_014268.3
ZNF24,NM_006965.2
ELP2,NM_001242875.1
MOCOS,NM_017947.2
FHOD3,NM_025135.3
PIK3C3,NM_002647.2
SETBP1,NM_015559.2
SETBP1,NM_001130110.1
SLC14A2,NM_007163.3
SLC14A1,NM_015865.6
EPG5,NM_020964.2
ATP5F1A,NM_001001937.1
LOXHD1,NM_144612.6
LOXHD1,NM_001145472.2
KATNAL2,NM_031303.2
IER3IP1,NM_016097.4
SMAD2,NM_005901.5
SMAD7,NM_005904.3
SMAD7,NM_001190823.1
DYM,NM_017653.3
LIPG,NM_006033.2
MYO5B,NM_001080467.2
CFAP53,NM_145020.3
MBD1,NM_015846.3
SKA1,NM_001039535.2
MAPK4,NM_002747.3
ME2,NM_002396.4
SMAD4,NM_005359.5
DCC,NM_005215.3
POLI,NM_007195.2
STARD6,NM_139171.1
DYNAP,NM_173629.1
TCF4,NM_001083962.1
TCF4,NM_001243232.1
FECH,NM_000140.3
ATP8B1,NM_005603.4
NEDD4L,NM_015277.5
ALPK2,NM_052947.3
MALT1,NM_006785.3
ZNF532,NM_018181.4
RAX,NM_013435.2
LMAN1,NM_005570.3
CCBE1,NM_133459.3
PMAIP1,NM_021127.2
MC4R,NM_005912.2
PIGN,NM_176787.4
TNFRSF11A,NM_003839.3
BCL2,NM_000633.2
KDSR,NM_002035.2
VPS4B,NM_004869.3
SERPINB5,NM_002639.4
SERPINB4,NM_002974.3
SERPINB3,NM_006919.2
SERPINB11,NM_080475.3
SERPINB7,NM_003784.3
HMSD,NM_001123366.1
SERPINB8,NM_198833.1
DSEL,NM_032160.2
TMX3,NM_019022.3
CD226,NM_006566.3
RTTN,NM_173630.3
FBXO15,NM_001142958.1
CYB5A,NM_001914.3
CNDP2,NM_018235.2
CNDP1,NM_032649.5
ZNF407,NM_017757.2
TSHZ1,NM_005786.5
ZNF236,NM_007345.3
MBP,NM_001025101.1
GALR1,NM_001480.3
ATP9B,NM_198531.3
NFATC1,NM_006162.4
CTDP1,NM_004715.4
PQLC1,NM_025078.4
TXNL4A,NM_006701.3
PLPP2,NM_177543.2
BSG,NM_001728.3
BSG,NM_198589.2
HCN2,NM_001194.3
FGF22,NM_020637.1
PTBP1,NM_002819.4
ELANE,NM_001972.2
CFD,NM_001928.2
KISS1R,NM_032551.4
ARID3A,NM_005224.2
GRIN3B,NM_138690.1
ABCA7,NM_019112.3
ARHGAP45,NM_012292.4
GPX4,NM_001039848.2
STK11,NM_000455.4
NDUFS7,NM_024407.4
GAMT,NM_000156.5
RPS15,NM_001018.3
APC2,NM_005883.2
MBD3,NM_001281453.1
TCF3,NM_001136139.2
TCF3,NM_003200.3
ATP8B3,NM_138813.3
ABHD17A,NM_031213.3
ADAT3,NM_138422.2
AP3D1,NM_001261826.1
DOT1L,NM_032482.2
AMH,NM_000479.3
JSRP1,NM_144616.3
LMNB2,NM_032737.3
ZNF77,NM_021217.2
TLE6,NM_001143986.1
GNA11,NM_002067.4
S1PR4,NM_003775.3
NCLN,NM_020170.3
MFSD12,NM_174983.4
GIPC3,NM_133261.2
TBXA2R,NM_201636.2
TBXA2R,NM_001060.5
PIP5K1C,NM_012398.2
RAX2,NM_032753.3
ZFR2,NM_015174.1
ATCAY,NM_033064.4
DAPK3,NM_001348.2
EEF2,NM_001961.3
MAP2K2,NM_030662.3
CREB3L3,NM_032607.2
SIRT6,NM_016539.2
SH3GL1,NM_003025.3
CHAF1A,NM_005483.2
UBXN6,NM_025241.2
hdgfrp2,NM_001001520.2
SEMA6B,NM_032108.3
FEM1A,NM_018708.2
TICAM1,NM_182919.3
KDM4B,NM_015015.2
PTPRS,NM_002850.3
SAFB2,NM_014649.2
C19orf70,NM_205767.1
RPL36,NM_033643.2
LONP1,NM_004793.3
NRTN,NM_004558.3
FUT6,NM_000150.2
FUT3,NM_000149.3
NDUFA11,NM_175614.4
RFX2,NM_134433.2
MLLT1,NM_005934.3
CLPP,NM_006012.2
PSPN,NM_004158.2
TUBB4A,NM_006087.3
CD70,NM_001252.4
TNFSF14,NM_003807.3
C3,NM_000064.3
ADGRE1,NM_001256253.1
INSR,NM_000208.2
ARHGEF18,NM_001130955.1
PEX11G,NM_080662.3
TEX45,NM_198534.2
MCOLN1,NM_020533.2
PNPLA6,NM_006702.4
PET100,NM_001171155.1
STXBP2,NM_006949.3
STXBP2,NM_001272034.1
RETN,NM_020415.3
FCER2,NM_002002.4
CD209,NM_021155.3
CLEC4M,NM_014257.4
EVI5L,NM_001159944.2
MAP2K7,NM_145185.3
TIMM44,NM_006351.3
FBN3,NM_032447.3
CD320,NM_016579.3
RPS28,NM_001031.4
ANGPTL4,NM_139314.2
RAB11B,NM_004218.3
MYO1F,NM_012335.3
ADAMTS10,NM_030957.3
OR7D4,NM_001005191.2
ZNF559,NM_001202406.1
ZNF426,NM_024106.1
PIN1,NM_006221.3
OLFM2,NM_058164.3
ANGPTL6,NM_031917.2
P2RY11,NM_002566.4
EIF3G,NM_003755.3
DNMT1,NM_001130823.1
S1PR2,NM_004230.3
ICAM1,NM_000201.2
ICAM4,NM_001544.4
ICAM5,NM_003259.3
FDX2,NM_001031734.3
RAVER1,NM_133452.2
TYK2,NM_003331.4
PDE4A,NM_001111307.1
KEAP1,NM_203500.1
SLC44A2,NM_020428.3
DNM2,NM_001005360.2
SMARCA4,NM_001128849.1
LDLR,NM_000527.4
SPC24,NM_182513.2
KANK2,NM_001136191.2
DOCK6,NM_020812.3
ANGPTL8,NM_018687.6
EPOR,NM_000121.3
CCDC151,NM_145045.4
PRKCSH,NM_002743.3
ECSIT,NM_001142464.2
ACP5,NM_001111035.1
ZNF844,NM_001136501.1
ZNF799,NM_001080821.2
ZNF490,NM_020714.2
MAN2B1,NM_000528.3
WDR83,NM_001099737.2
TNPO2,NM_001136196.1
PRDX2,NM_005809.5
RNASEH2A,NM_006397.2
MAST1,NM_014975.2
DNASE2,NM_001375.2
KLF1,NM_006563.3
GCDH,NM_000159.3
FARSA,NM_004461.2
CALR,NM_004343.3
DAND5,NM_152654.2
NFIX,NM_001271043.2
TRMT1,NM_001136035.2
NACC1,NM_052876.3
IER2,NM_004907.2
CACNA1A,NM_001127222.1
CACNA1A,NM_001127221.1
MRI1,NM_001031727.2
NANOS3,NM_001098622.2
CC2D1A,NM_017721.4
IL27RA,NM_004843.3
PRKACA,NM_002730.3
ADGRL1,NM_001008701.2
GIPC1,NM_202470.2
TECR,NM_138501.5
ADGRE2,NM_013447.3
OR7C1,NM_198944.1
CCDC105,NM_173482.2
CASP14,NM_012114.2
ILVBL,NM_006844.4
NOTCH3,NM_000435.2
BRD4,NM_058243.2
WIZ,NM_021241.2
PGLYRP2,NM_052890.3
CYP4F22,NM_173483.3
CYP4F3,NM_001199209.1
CYP4F12,NM_023944.3
CYP4F2,NM_001082.4
CYP4F11,NM_021187.3
TPM4,NM_001145160.1
CIB3,NM_054113.3
KLF2,NM_016270.2
CALR3,NM_145046.4
C19orf44,NM_032207.3
MED26,NM_004831.3
NWD1,NM_001007525.3
SIN3B,NM_015260.3
F2RL3,NM_003950.2
CPAMD8,NM_015692.2
HAUS8,NM_033417.1
MYO9B,NM_004145.3
OCEL1,NM_024578.2
USHBP1,NM_031941.3
BABAM1,NM_001033549.2
ANKLE1,NM_152363.5
GTPBP3,NM_133644.3
GTPBP3,NM_032620.3
PLVAP,NM_031310.2
BST2,NM_004335.3
NXNL1,NM_138454.1
SLC27A1,NM_198580.2
UNC13A,NM_001080421.2
B3GNT3,NM_014256.3
INSL3,NM_005543.3
JAK3,NM_000215.3
SLC5A5,NM_000453.2
IL12RB1,NM_005535.2
PIK3R2,NM_005027.3
IFI30,NM_006332.4
PDE4C,NM_000923.4
GDF15,NM_004864.2
ISYNA1,NM_016368.4
KXD1,NM_024069.3
CRLF1,NM_004750.4
COMP,NM_000095.2
UPF1,NM_002911.3
GDF1,NM_001492.5
CERS1,NM_021267.4
SLC25A42,NM_178526.4
RFXANK,NM_003721.3
NCAN,NM_004386.2
HAPLN4,NM_023002.2
TM6SF2,NM_001001524.2
SUGP1,NM_172231.3
GATAD2A,NM_001300946.1
NDUFA13,NM_015965.6
CILP2,NM_153221.2
PBX4,NM_025245.2
ATP13A1,NM_020410.2
ZNF101,NM_033204.3
PLEKHF1,NM_024310.4
C19orf12,NM_001031726.3
CCNE1,NM_001238.2
ZNF536,NM_014717.1
TSHZ3,NM_020856.2
RGS9BP,NM_207391.2
NUDT19,NM_001105570.1
SLC7A9,NM_014270.4
CEP89,NM_032816.4
FAAP24,NM_152266.4
RHPN2,NM_033103.4
GPATCH1,NM_018025.2
WDR88,NM_173479.3
SLC7A10,NM_019849.2
CEBPA,NM_004364.4
PEPD,NM_000285.3
CHST8,NM_001127896.1
GPI,NM_000175.3
UBA2,NM_005499.2
SCN1B,NM_001037.4
SCN1B,NM_199037.3
LGI4,NM_139284.2
HAMP,NM_021175.2
MAG,NM_002361.3
CD22,NM_001771.3
FFAR1,NM_005303.2
DMKN,NM_001126057.2
GAPDHS,NM_014364.4
TMEM147,NM_032635.3
ATP4A,NM_000704.2
COX6B1,NM_001863.4
KMT2B,NM_014727.2
PSENEN,NM_172341.2
HSPB6,NM_144617.2
ARHGAP33,NM_052948.3
PRODH2,NM_021232.1
NPHS1,NM_004646.3
KIRREL2,NM_199180.3
TYROBP,NM_003332.3
SDHAF1,NM_001042631.2
SYNE4,NM_001039876.1
WDR62,NM_001083961.1
ZFP14,NM_020917.2
ZNF420,NM_144689.3
ZFP30,NM_014898.2
ZNF607,NM_032689.4
WDR87,NM_031951.4
SIPA1L3,NM_015073.2
SPINT2,NM_021102.3
GGN,NM_152657.3
FAM98C,NM_174905.3
RASGRP4,NM_170604.2
RYR1,NM_000540.2
ACTN4,NM_004924.4
CAPN12,NM_144691.4
RINL,NM_001195833.1
SIRT2,NM_012237.3
CCER2,NM_001243212.1
SARS2,NM_017827.3
IFNL3,NM_172139.2
IFNL1,NM_172140.1
MED29,NM_017592.1
ZFP36,NM_003407.3
PLEKHG2,NM_022835.2
SUPT5H,NM_003169.3
TIMM50,NM_001001563.1
DLL3,NM_016941.3
LGALS13,NM_013268.2
DYRK1B,NM_004714.2
ZNF780B,NM_001005851.2
AKT2,NM_001626.5
PLD3,NM_012268.3
PRX,NM_181882.2
SPTBN4,NM_020971.2
SHKBP1,NM_138392.3
LTBP4,NM_003573.2
COQ8B,NM_024876.3
ITPKC,NM_025194.2
MIA,NM_006533.3
EGLN2,NM_080732.3
CYP2A6,NM_000762.5
CYP2B6,NM_000767.4
CYP2A13,NM_000766.4
CYP2F1,NM_000774.3
AXL,NM_021913.4
HNRNPUL1,NM_007040.4
TGFB1,NM_000660.5
B9D2,NM_030578.3
BCKDHA,NM_000709.3
DMAC2,NM_018035.2
RPS19,NM_001022.3
CD79A,NM_001783.3
ATP1A3,NM_152296.4
ZNF526,NM_133444.1
ERF,NM_006494.3
CIC,NM_001304815.1
CIC,NM_015125.4
MEGF8,NM_001410.2
LIPE,NM_005357.3
CD177,NM_020406.3
PHLDB3,NM_198850.3
ETHE1,NM_014297.3
XRCC1,NM_006297.2
PLAUR,NM_002659.3
SMG9,NM_019108.2
KCNN4,NM_002250.2
ZNF45,NM_003425.3
ZNF224,NM_013398.2
ZNF233,NM_181756.2
ZNF112,NM_001083335.1
PVR,NM_006505.4
PVR,NM_001135770.3
CEACAM16,NM_001039213.3
CBLC,NM_012116.3
BCAM,NM_005581.4
NECTIN2,NM_001042724.1
TOMM40,NM_006114.2
APOE,NM_000041.3
APOC1,NM_001645.3
APOC4,NM_001646.2
APOC2,NM_000483.4
CLPTM1,NM_001294.3
RELB,NM_006509.3
GEMIN7,NM_001007269.1
NKPD1,NM_198478.3
BLOC1S3,NM_212550.3
EXOC3L2,NM_138568.3
MARK4,NM_001199867.1
CKM,NM_001824.4
ERCC2,NM_000400.3
PPP1R13L,NM_006663.3
CD3EAP,NM_012099.1
ERCC1,NM_202001.2
RTN2,NM_005619.4
OPA3,NM_001017989.2
OPA3,NM_025136.3
GIPR,NM_000164.2
SIX5,NM_175875.4
DMPK,NM_001081563.2
FOXA3,NM_004497.2
CCDC8,NM_032040.4
CALM3,NM_005184.2
PTGIR,NM_000960.3
FKRP,NM_024301.4
AP2S1,NM_004069.4
